clinic_name,site,phone,full_address,city,zip,state,clinic_type,species_treated,species_tag,latitude,longitude,rating,reviews,reviews_link,photo,photo_final,working_hours,working_hours_csv_compatible,working_hours_old_format,other_hours,about,place_id,google_id,slug,listing_tier,lead_email,emergency_status,emergency_auto_tag
Pineview Veterinary Hospital & Pet Resort,https://pineviewvethospital.com/,+1 608-850-7387,"6000 Co Hwy K, Waunakee, WI 53597",Waunakee,53597,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.149616,-89.456379,4.8,314,"https://search.google.com/local/reviews?placeid=ChIJh7O9ST-qB4gRj65JFQkWKYs&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npiqJ_nt56x48tQbj4hEuCh6OROP4wyAqrvHeB6TJM7vXbE2qaxaN_UhMnGNJnh8wRWDK_5BR4HuVt6OLJhI2Uq73S6Y8XLLXmefimpISDqEY7OwYZCrNUOGuL0k_MVqeARnghZ=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5:30PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-5:30PM"",""Wednesday"":""8AM-5:30PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,5:30PM|Wednesday,8AM,5:30PM|Thursday,8AM,5:30PM|Friday,8AM,5:30PM|Saturday,8AM,12PM",Monday:8AM-5:30PM|Tuesday:8AM-5:30PM|Wednesday:8AM-5:30PM|Thursday:8AM-5:30PM|Friday:8AM-5:30PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJh7O9ST-qB4gRj65JFQkWKYs,0x8807aa3f49bdb387:0x8b2916091549ae8f,pineview-veterinary-hospital-pet-resort,,,General Practice,
Precision Veterinary,http://precisionveterinary.com/,+1 608-405-3148,"6107 Odana Rd, Madison, WI 53719",Madison,53719,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.052588,-89.48617,4.9,239,"https://search.google.com/local/reviews?placeid=ChIJV3PxzkOvB4gR7OoENu9_kkU&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMU_OwSb_A2fK9I51bMAEOsqeNG1m5QvgM9hpAR=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMU_OwSb_A2fK9I51bMAEOsqeNG1m5QvgM9hpAR=w800-h500-k-no,"{""Friday"":""7AM-6PM"",""Monday"":""7AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7AM-6PM"",""Saturday"":""Closed"",""Thursday"":""7AM-6PM"",""Wednesday"":""7AM-6PM""}","Sunday,|Monday,7AM,6PM|Tuesday,7AM,6PM|Wednesday,7AM,6PM|Thursday,7AM,6PM|Friday,7AM,6PM|Saturday,",Monday:7AM-6PM|Tuesday:7AM-6PM|Wednesday:7AM-6PM|Thursday:7AM-6PM|Friday:7AM-6PM|Saturday:Closed|Sunday:Closed,,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",ChIJV3PxzkOvB4gR7OoENu9_kkU,0x8807af43cef17357:0x45927fef3604eaec,precision-veterinary,,,General Practice,
"SagePet Home Veterinary Care, LLC",https://thesagepet.com/,+1 608-795-7243,,,,Wisconsin,Mobile Clinic,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.105038,-89.427685,5,67,"https://search.google.com/local/reviews?placeid=ChIJH5ZdeTNhTGgRMLhOMhSltpY&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipOkarTCVUwZlTy3aznCXkRiie-JU1PLXgxqkiDH=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOkarTCVUwZlTy3aznCXkRiie-JU1PLXgxqkiDH=w800-h500-k-no,"{""Friday"":""Closed"",""Monday"":""9AM-4PM"",""Sunday"":""Closed"",""Tuesday"":""9AM-4PM"",""Saturday"":""Closed"",""Thursday"":""9AM-4PM"",""Wednesday"":""9AM-4PM""}","Sunday,|Monday,9AM,4PM|Tuesday,9AM,4PM|Wednesday,9AM,4PM|Thursday,9AM,4PM|Friday,|Saturday,",Monday:9AM-4PM|Tuesday:9AM-4PM|Wednesday:9AM-4PM|Thursday:9AM-4PM|Friday:Closed|Saturday:Closed|Sunday:Closed,,"{""From the business"": {""Identifies as women-owned"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",ChIJH5ZdeTNhTGgRMLhOMhSltpY,0x684c6133795d961f:0x96b6a514324eb830,sagepet-home-veterinary-care-llc,,,General Practice,
Sandhill Pet Clinic,http://www.sandhillpetclinic.com/,+1 608-241-7600,"3225 E Washington Ave, Madison, WI 53704",Madison,53704,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.109873,-89.3338297,4.8,176,"https://search.google.com/local/reviews?placeid=ChIJlfB9KRdUBogRETTAFtXLzfw&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_z-foywuQIxyfKKNHWKnvoTZwe9fSlUlnv_V-3SPGKBe7duBTUigq7FPacPKA8hfR8m_o2q823kzve8qjNvmugl-QXVzB2XJazWdG9KmJqs13Gu9BWoj27yvMZOqkCVBymVDM=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8:30AM-6PM"",""Monday"":""8:30AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""8:30AM-6PM"",""Saturday"":""Closed"",""Thursday"":""8:30AM-6PM"",""Wednesday"":""8:30AM-6PM""}","Sunday,|Monday,8:30AM,6PM|Tuesday,8:30AM,6PM|Wednesday,8:30AM,6PM|Thursday,8:30AM,6PM|Friday,8:30AM,6PM|Saturday,",Monday:8:30AM-6PM|Tuesday:8:30AM-6PM|Wednesday:8:30AM-6PM|Thursday:8:30AM-6PM|Friday:8:30AM-6PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJlfB9KRdUBogRETTAFtXLzfw,0x88065417297df095:0xfccdcbd516c03411,sandhill-pet-clinic,,,General Practice,
Sauk Point Veterinary Clinic,http://www.saukpointvet.com/,+1 608-829-0055,"725 N High Point Rd, Madison, WI 53717",Madison,53717,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.075789,-89.5176198,4.9,261,"https://search.google.com/local/reviews?placeid=ChIJaZr-jBivB4gRf1YztP6ZF-4&q=veterinary+care,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMJspdVnLi1PLq87AMTcTpTYRagoK5LidA5jO5_=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMJspdVnLi1PLq87AMTcTpTYRagoK5LidA5jO5_=w800-h500-k-no,"{""Friday"":""8AM-6PM"",""Monday"":""8AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-6PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-6PM"",""Wednesday"":""8AM-6PM""}","Sunday,|Monday,8AM,6PM|Tuesday,8AM,6PM|Wednesday,8AM,6PM|Thursday,8AM,6PM|Friday,8AM,6PM|Saturday,8AM,12PM",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJaZr-jBivB4gRf1YztP6ZF-4,0x8807af188cfe9a69:0xee1799feb433567f,sauk-point-veterinary-clinic,,,General Practice,
Sauk Prairie Small Animal Hospital and Shamrock Pet Resort,http://www.spsmallanimalhospital.com/,+1 608-643-2451,"E11340 Co Rd PF, Prairie du Sac, WI 53578",Prairie du Sac,53578,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.293196,-89.7573916,4.6,226,"https://search.google.com/local/reviews?placeid=ChIJJZ86iv5yB4gRAvf1Ul56cgE&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipM3vTQkP7HnME-YJmd5_3P5TTLkM5W2YIr2-J8Q=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM3vTQkP7HnME-YJmd5_3P5TTLkM5W2YIr2-J8Q=w800-h500-k-no,"{""Friday"":""7AM-5:30PM"",""Monday"":""7AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""7AM-5:30PM"",""Saturday"":""8AM-12PM"",""Thursday"":""7AM-5:30PM"",""Wednesday"":""7AM-5:30PM""}","Sunday,|Monday,7AM,5:30PM|Tuesday,7AM,5:30PM|Wednesday,7AM,5:30PM|Thursday,7AM,5:30PM|Friday,7AM,5:30PM|Saturday,8AM,12PM",Monday:7AM-5:30PM|Tuesday:7AM-5:30PM|Wednesday:7AM-5:30PM|Thursday:7AM-5:30PM|Friday:7AM-5:30PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",ChIJJZ86iv5yB4gRAvf1Ul56cgE,0x880772fe8a3a9f25:0x1727a5e52f5f702,sauk-prairie-small-animal-hospital-and-shamrock-pet-resort,,,General Practice,
Shelter From the Storm Animal,https://www.sftsrescue.org/,+1 608-284-7447,"1602 Blossom Ln, Madison, WI 53716",Madison,53716,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.07523,-89.3090278,4.2,158,"https://search.google.com/local/reviews?placeid=ChIJ1Y8492lRBogRIrfNkdxAv-Y&q=animal+shelter,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npOFr4sCN7lamQnLFC0u_1LQxNIt4UWg7dUzhFnh_YhR-1GZL7jof_3uRvp1SsPPWemF9gQRAXmxcBtYVs48iUfQ6GqFQzW9Rmg5fC1KI1qYfiF2AXrLnA3SsmGbRxmJD10fV80=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""12-4PM"",""Monday"":""Closed"",""Sunday"":""12-4PM"",""Tuesday"":""Closed"",""Saturday"":""12-4PM"",""Thursday"":""12-4PM"",""Wednesday"":""12-4PM""}","Sunday,12,4PM|Monday,|Tuesday,|Wednesday,12,4PM|Thursday,12,4PM|Friday,12,4PM|Saturday,12,4PM",Monday:Closed|Tuesday:Closed|Wednesday:12-4PM|Thursday:12-4PM|Friday:12-4PM|Saturday:12-4PM|Sunday:12-4PM,,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible restroom"": false}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",ChIJ1Y8492lRBogRIrfNkdxAv-Y,0x88065169f7388fd5:0xe6bf40dc91cdb722,shelter-from-the-storm-animal,,,General Practice,
Sondel Family Veterinary Clinic,https://sondelfamilyveterinaryclinic.com/,+1 608-497-1392,"1848 Waldorf Blvd, Madison, WI 53719",Madison,53719,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.031791,-89.5268908,4.8,253,"https://search.google.com/local/reviews?placeid=ChIJZRj0jcOvB4gRDI5mtwcTJwM&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMO4nQ9gBSNyrMsqc7mbR6Nl-Z8xRYt8WFD5RCU=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMO4nQ9gBSNyrMsqc7mbR6Nl-Z8xRYt8WFD5RCU=w800-h500-k-no,"{""Friday"":""8AM-4PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5:30PM"",""Saturday"":""Closed"",""Thursday"":""11AM-7PM"",""Wednesday"":""8AM-5:30PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,5:30PM|Wednesday,8AM,5:30PM|Thursday,11AM,7PM|Friday,8AM,4PM|Saturday,",Monday:8AM-5:30PM|Tuesday:8AM-5:30PM|Wednesday:8AM-5:30PM|Thursday:11AM-7PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJZRj0jcOvB4gRDI5mtwcTJwM,0x8807afc38df41865:0x3271307b7668e0c,sondel-family-veterinary-clinic,,,General Practice,
Spartan Animal Hospital,http://www.spartananimalhospital.com/,+1 608-838-6115,"4811 Larson Beach Rd, McFarland, WI 53558",McFarland,53558,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.017104,-89.2990571,4.8,228,"https://search.google.com/local/reviews?placeid=ChIJOR2gqyBOBogRxIxgIxjq5Q8&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npV9-P2Ng0TTP7iWSR6DLw7ekdyTjqRJnFNIuo0CqtTuR2CoRwQR_oKenAs2D4mJ8FwikdokX-IDdekVn0m_RxtjFCVkLbrcUgc0KDZrl9CL4dZP-H0kCOP1d0PhmpqIN_wJ3XvnQ=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-6PM"",""Monday"":""7:30AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-6PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-6PM"",""Wednesday"":""7:30AM-6PM""}","Sunday,|Monday,7:30AM,6PM|Tuesday,7:30AM,6PM|Wednesday,7:30AM,6PM|Thursday,7:30AM,6PM|Friday,7:30AM,6PM|Saturday,",Monday:7:30AM-6PM|Tuesday:7:30AM-6PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-6PM|Friday:7:30AM-6PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJOR2gqyBOBogRxIxgIxjq5Q8,0x88064e20aba01d39:0xfe5ea1823608cc4,spartan-animal-hospital,,,General Practice,
Spring Harbor Animal Hospital,http://springharboranimalhospital.com/,+1 608-238-3461,"5129 University Ave, Madison, WI 53705",Madison,53705,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.077102,-89.4702615,4.7,170,"https://search.google.com/local/reviews?placeid=ChIJdZg4RR-sB4gRjUxPyeUtc7k&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipOoXZoRiRAG5sdSLm57QWGDx-h7e822PWWWzeI3=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOoXZoRiRAG5sdSLm57QWGDx-h7e822PWWWzeI3=w800-h500-k-no,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-7PM"",""Saturday"":""Closed"",""Thursday"":""8AM-7PM"",""Wednesday"":""8AM-6PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,7PM|Wednesday,8AM,6PM|Thursday,8AM,7PM|Friday,8AM,5:30PM|Saturday,",Monday:8AM-5:30PM|Tuesday:8AM-7PM|Wednesday:8AM-6PM|Thursday:8AM-7PM|Friday:8AM-5:30PM|Saturday:Closed|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJdZg4RR-sB4gRjUxPyeUtc7k,0x8807ac1f45389875:0xb9732de5c94f4c8d,spring-harbor-animal-hospital,,,General Practice,
Starlight Veterinary Clinic,http://www.starlightvet.com/,+1 608-437-8387,"10902 Eckel Rd, Blue Mounds, WI 53517",Blue Mounds,53517,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.004449,-89.8251417,3.9,80,"https://search.google.com/local/reviews?placeid=ChIJLW-vhmuQB4gRYSJXU-uvKT0&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2RGIsyjBHB0Hp6zaH_kQPUCYH9xPWQpeTvm5SqeLnNSu66EYn1fcKUdFw6ce-n_QHqYxO8v51pF6VU5cC0A4QLR6iUftCqm2YoXSQnXbSRd6FgrEiHXK45bzlDajTskXiT0sO2g=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-5:30PM"",""Monday"":""7:30AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-5:30PM"",""Saturday"":""10AM-2PM"",""Thursday"":""7:30AM-5:30PM"",""Wednesday"":""7:30AM-5:30PM""}","Sunday,|Monday,7:30AM,5:30PM|Tuesday,7:30AM,5:30PM|Wednesday,7:30AM,5:30PM|Thursday,7:30AM,5:30PM|Friday,7:30AM,5:30PM|Saturday,10AM,2PM",Monday:7:30AM-5:30PM|Tuesday:7:30AM-5:30PM|Wednesday:7:30AM-5:30PM|Thursday:7:30AM-5:30PM|Friday:7:30AM-5:30PM|Saturday:10AM-2PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJLW-vhmuQB4gRYSJXU-uvKT0,0x8807906b86af6f2d:0x3d29afeb53572261,starlight-veterinary-clinic,,,General Practice,
Stoughton Veterinary Service,https://www.stoughtonvet.com/?utm_source=gmb,+1 608-873-8022,"1900 US-51 & 138, Stoughton, WI 53589",Stoughton,53589,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.918654,-89.2437543,4.8,549,"https://search.google.com/local/reviews?placeid=ChIJ4ZoHyCFGBogRE5J7yInyJhc&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipOrqNziQ0d8FhZLKD4GJvgi__1SB-9jPhcd2tyS=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOrqNziQ0d8FhZLKD4GJvgi__1SB-9jPhcd2tyS=w800-h500-k-no,"{""Friday"":""7:30AM-5:30PM"",""Monday"":""7:30AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-5:30PM"",""Saturday"":""7:30AM-12PM"",""Thursday"":""7:30AM-5:30PM"",""Wednesday"":""7:30AM-5:30PM""}","Sunday,|Monday,7:30AM,5:30PM|Tuesday,7:30AM,5:30PM|Wednesday,7:30AM,5:30PM|Thursday,7:30AM,5:30PM|Friday,7:30AM,5:30PM|Saturday,7:30AM,12PM",Monday:7:30AM-5:30PM|Tuesday:7:30AM-5:30PM|Wednesday:7:30AM-5:30PM|Thursday:7:30AM-5:30PM|Friday:7:30AM-5:30PM|Saturday:7:30AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ4ZoHyCFGBogRE5J7yInyJhc,0x88064621c8079ae1:0x1726f289c87b9213,stoughton-veterinary-service,,,General Practice,
"Sun Prairie Pet Clinic, Inc",http://www.sunprairiepetclinic.com/,+1 608-834-8118,"1512 N Bristol St, Sun Prairie, WI 53590",Sun Prairie,53590,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.200961,-89.2113592,4.7,198,"https://search.google.com/local/reviews?placeid=ChIJRaTtfrL3BogRG48asDDjUaU&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTIFOf6OBApz8pWbJvIcJ8-rJGCBpQ1r0amgqmTCE4xj4QNcuxfjmrT3Beo-9Ze3UNQ1wzmyIUiXglAvsAjUEPkjYQQefNEmV1HUPMyKLhJtIGcLIluYZb3ImGzCShcmiOlBhB=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-6PM"",""Monday"":""8AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-6PM"",""Saturday"":""Closed"",""Thursday"":""8AM-6PM"",""Wednesday"":""8AM-6PM""}","Sunday,|Monday,8AM,6PM|Tuesday,8AM,6PM|Wednesday,8AM,6PM|Thursday,8AM,6PM|Friday,8AM,6PM|Saturday,",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJRaTtfrL3BogRG48asDDjUaU,0x8806f7b27eeda445:0xa551e330b01a8f1b,sun-prairie-pet-clinic-inc,,,General Practice,
The Comfort Vet,http://www.thecomfortvet.com/,+1 608-561-1639,"6771 University Ave # 103, Middleton, WI 53562",Middleton,53562,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.09668,-89.4982695,5,17,"https://search.google.com/local/reviews?placeid=ChIJofUU3V-pB4gRvKPNgbdMyVQ&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr8Z_c2kOO1MJWCncdiuujW0Yx_gbpWpWZldWyZpuqz3kLXBmo6xt_do8ECe_9RzJ93PxCN7i4XZYxmAFvg962g1NuM2sxOPOsyLsQR8vW1x62_rYq8unMWC3pzpJLEChA3TrBRDw=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""2-6PM"",""Monday"":""2-6PM"",""Sunday"":""Closed"",""Tuesday"":""Closed"",""Saturday"":""10AM-2PM"",""Thursday"":""2-6PM"",""Wednesday"":""Closed""}","Sunday,|Monday,2,6PM|Tuesday,|Wednesday,|Thursday,2,6PM|Friday,2,6PM|Saturday,10AM,2PM",Monday:2-6PM|Tuesday:Closed|Wednesday:Closed|Thursday:2-6PM|Friday:2-6PM|Saturday:10AM-2PM|Sunday:Closed,,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true}}",ChIJofUU3V-pB4gRvKPNgbdMyVQ,0x8807a95fdd14f5a1:0x54c94cb781cda3bc,the-comfort-vet,,,General Practice,
Token Creek Veterinary Clinic,https://www.tokencreekvet.com/,+1 608-834-9700,"3790 WI-19, Sun Prairie, WI 53590",Sun Prairie,53590,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.194608,-89.291126,4.8,477,"https://search.google.com/local/reviews?placeid=ChIJUaiHpvP4BogRGUeRmlA3A5s&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipNU6gwdlYPgH3fnk8_o_0y6ekXUcSTCxI6NvgJw=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNU6gwdlYPgH3fnk8_o_0y6ekXUcSTCxI6NvgJw=w800-h500-k-no,"{""Friday"":""8AM-6PM"",""Monday"":""8AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-6PM"",""Saturday"":""Closed"",""Thursday"":""8AM-6PM"",""Wednesday"":""8AM-6PM""}","Sunday,|Monday,8AM,6PM|Tuesday,8AM,6PM|Wednesday,8AM,6PM|Thursday,8AM,6PM|Friday,8AM,6PM|Saturday,",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJUaiHpvP4BogRGUeRmlA3A5s,0x8806f8f3a687a851:0x9b0337509a914719,token-creek-veterinary-clinic,,,General Practice,
